fund_name,fund_id,month,monthly_net_flow
Prime Cash Reserves Fund 02,2,2023-08-01,5200377.98
Prime Cash Reserves Fund 29,29,2023-08-01,2623806.66
Prime Cash Reserves Fund 51,51,2023-08-01,2876508.76
Short Term Bond Fund 32,32,2023-08-01,-3763988.99
Short Term Bond Fund 41,41,2023-08-01,2236746.05
Small Cap Index Fund 01,1,2023-08-01,8873726.9
Small Cap Index Fund 20,20,2023-08-01,-1417478.56
Small Cap Index Fund 35,35,2023-08-01,-2360803.96
Target Retirement 2030 Fund 16,16,2023-08-01,15593978.42
Target Retirement 2030 Fund 34,34,2023-08-01,11104406.83
Target Retirement 2040 Fund 15,15,2023-08-01,10889096.73
Target Retirement 2040 Fund 52,52,2023-08-01,13368370.2
Target Retirement 2050 Fund 05,5,2023-08-01,17725018.28
Total Bond Fund 04,4,2023-08-01,-1783233.53
Total Market Index Fund 11,11,2023-08-01,1281011.65
Total Market Index Fund 39,39,2023-08-01,718194.84
Total Market Index Fund 47,47,2023-08-01,-2116003.88
Value Opportunities Fund 06,6,2023-08-01,-1690395.09
Active Growth Fund 10,10,2023-09-01,5325263.99
Active Growth Fund 14,14,2023-09-01,3623166.49
Active Growth Fund 17,17,2023-09-01,3413737.3
Core Equity ETF Fund 12,12,2023-09-01,4229076.86
Core Equity ETF Fund 27,27,2023-09-01,10216292.81
Core Equity ETF Fund 38,38,2023-09-01,14415826.54
Core Plus Bond Fund 21,21,2023-09-01,4404001.02
Core Plus Bond Fund 40,40,2023-09-01,8790714.21
Core Plus Bond Fund 43,43,2023-09-01,-2779105.44
Dividend ETF Fund 09,9,2023-09-01,1834154.79
Dividend ETF Fund 23,23,2023-09-01,22337591.22
Dividend ETF Fund 28,28,2023-09-01,9591973.33
Federal Money Market Fund 25,25,2023-09-01,801477.74
Global Equity Fund 36,36,2023-09-01,9927628.93
Global Equity Fund 50,50,2023-09-01,-5010959.33
Growth ETF Fund 03,3,2023-09-01,14972762.08
Growth ETF Fund 22,22,2023-09-01,-3934756.87
Growth ETF Fund 37,37,2023-09-01,3840352.86
Growth ETF Fund 42,42,2023-09-01,17033387.09
Growth ETF Fund 46,46,2023-09-01,-3119785.18
International ETF Fund 24,24,2023-09-01,591884.32
International ETF Fund 33,33,2023-09-01,135252.24
International ETF Fund 44,44,2023-09-01,4619917.54
International ETF Fund 45,45,2023-09-01,2974100.72
International Index Fund 19,19,2023-09-01,8875016.35
International Index Fund 26,26,2023-09-01,1984543.74
International Index Fund 49,49,2023-09-01,-3243400.49
Large Cap Index Fund 07,7,2023-09-01,-2454564.35
Large Cap Index Fund 08,8,2023-09-01,3225302.01
Large Cap Index Fund 18,18,2023-09-01,-6473695.8
Large Cap Index Fund 48,48,2023-09-01,6827384.95
Municipal Bond Fund 13,13,2023-09-01,12561187.39
Municipal Bond Fund 30,30,2023-09-01,2943914.36
Municipal Bond Fund 31,31,2023-09-01,-6350591.01
Prime Cash Reserves Fund 02,2,2023-09-01,916753.0
Prime Cash Reserves Fund 29,29,2023-09-01,3588776.41
Prime Cash Reserves Fund 51,51,2023-09-01,6913640.06
Short Term Bond Fund 32,32,2023-09-01,2556732.22
Short Term Bond Fund 41,41,2023-09-01,5411198.92
Small Cap Index Fund 01,1,2023-09-01,16687359.77
Small Cap Index Fund 20,20,2023-09-01,4676878.73
Small Cap Index Fund 35,35,2023-09-01,4161180.78
Target Retirement 2030 Fund 16,16,2023-09-01,9922785.95
Target Retirement 2030 Fund 34,34,2023-09-01,10295695.52
Target Retirement 2040 Fund 15,15,2023-09-01,9471558.91
Target Retirement 2040 Fund 52,52,2023-09-01,22606772.66
Target Retirement 2050 Fund 05,5,2023-09-01,17781345.8
Total Bond Fund 04,4,2023-09-01,8305386.05
Total Market Index Fund 11,11,2023-09-01,10262671.09
Total Market Index Fund 39,39,2023-09-01,-1354781.13
Total Market Index Fund 47,47,2023-09-01,11737939.83
Value Opportunities Fund 06,6,2023-09-01,2672046.05
Active Growth Fund 10,10,2023-10-01,439651.87
Active Growth Fund 14,14,2023-10-01,4270631.92
Active Growth Fund 17,17,2023-10-01,21516.6
Core Equity ETF Fund 12,12,2023-10-01,-121789.91
Core Equity ETF Fund 27,27,2023-10-01,12406207.38
Core Equity ETF Fund 38,38,2023-10-01,8701476.07
Core Plus Bond Fund 21,21,2023-10-01,-2868515.87
Core Plus Bond Fund 40,40,2023-10-01,-1002125.61
Core Plus Bond Fund 43,43,2023-10-01,8609807.64
Dividend ETF Fund 09,9,2023-10-01,6141932.49
Dividend ETF Fund 23,23,2023-10-01,30647631.48
Dividend ETF Fund 28,28,2023-10-01,7752576.3
Federal Money Market Fund 25,25,2023-10-01,6903695.86
Global Equity Fund 36,36,2023-10-01,19737826.8
Global Equity Fund 50,50,2023-10-01,-21640.94
Growth ETF Fund 03,3,2023-10-01,11663761.79
Growth ETF Fund 22,22,2023-10-01,2240249.88
Growth ETF Fund 37,37,2023-10-01,6550467.55
Growth ETF Fund 42,42,2023-10-01,4719663.69
Growth ETF Fund 46,46,2023-10-01,5886325.73
International ETF Fund 24,24,2023-10-01,242272.36
International ETF Fund 33,33,2023-10-01,-2438033.8
International ETF Fund 44,44,2023-10-01,173227.16
International ETF Fund 45,45,2023-10-01,8251627.95
International Index Fund 19,19,2023-10-01,5064043.72
International Index Fund 26,26,2023-10-01,4231368.33
International Index Fund 49,49,2023-10-01,4405817.65
Large Cap Index Fund 07,7,2023-10-01,8165339.28
Large Cap Index Fund 08,8,2023-10-01,-3530467.55
Large Cap Index Fund 18,18,2023-10-01,5703713.67
Large Cap Index Fund 48,48,2023-10-01,3578090.02
Municipal Bond Fund 13,13,2023-10-01,8345377.29
Municipal Bond Fund 30,30,2023-10-01,16118946.85
Municipal Bond Fund 31,31,2023-10-01,8701061.57
Prime Cash Reserves Fund 02,2,2023-10-01,4885405.61
Prime Cash Reserves Fund 29,29,2023-10-01,4237360.66
Prime Cash Reserves Fund 51,51,2023-10-01,6958128.98
Short Term Bond Fund 32,32,2023-10-01,2937363.41
Short Term Bond Fund 41,41,2023-10-01,3063420.87
Small Cap Index Fund 01,1,2023-10-01,13394198.9
Small Cap Index Fund 20,20,2023-10-01,8898328.28
Small Cap Index Fund 35,35,2023-10-01,11142347.04
Target Retirement 2030 Fund 16,16,2023-10-01,18252124.49
Target Retirement 2030 Fund 34,34,2023-10-01,11285946.36
Target Retirement 2040 Fund 15,15,2023-10-01,18075031.63
Target Retirement 2040 Fund 52,52,2023-10-01,26439066.44
Target Retirement 2050 Fund 05,5,2023-10-01,20150345.69
Total Bond Fund 04,4,2023-10-01,3912775.72
Total Market Index Fund 11,11,2023-10-01,6476219.32
Total Market Index Fund 39,39,2023-10-01,-1920596.74
Total Market Index Fund 47,47,2023-10-01,9102378.92
Value Opportunities Fund 06,6,2023-10-01,1251785.57
Active Growth Fund 10,10,2023-11-01,943309.8
Active Growth Fund 14,14,2023-11-01,7088715.86
Active Growth Fund 17,17,2023-11-01,5662817.2
Core Equity ETF Fund 12,12,2023-11-01,500583.54
Core Equity ETF Fund 27,27,2023-11-01,10089479.24
Core Equity ETF Fund 38,38,2023-11-01,3276028.5
Core Plus Bond Fund 21,21,2023-11-01,-8850104.73
Core Plus Bond Fund 40,40,2023-11-01,6267132.77
Core Plus Bond Fund 43,43,2023-11-01,-1436629.9
Dividend ETF Fund 09,9,2023-11-01,10539639.71
Dividend ETF Fund 23,23,2023-11-01,26886483.49
Dividend ETF Fund 28,28,2023-11-01,3769144.12
Federal Money Market Fund 25,25,2023-11-01,7660298.7
Global Equity Fund 36,36,2023-11-01,57518.25
Global Equity Fund 50,50,2023-11-01,-1318132.68
Growth ETF Fund 03,3,2023-11-01,8055888.33
Growth ETF Fund 22,22,2023-11-01,10699120.48
Growth ETF Fund 37,37,2023-11-01,2243688.12
Growth ETF Fund 42,42,2023-11-01,16096360.19
Growth ETF Fund 46,46,2023-11-01,17673453.72
International ETF Fund 24,24,2023-11-01,4547280.26
International ETF Fund 33,33,2023-11-01,4308016.34
International ETF Fund 44,44,2023-11-01,16092040.6
International ETF Fund 45,45,2023-11-01,13473974.1
International Index Fund 19,19,2023-11-01,5258288.71
International Index Fund 26,26,2023-11-01,3136581.8
International Index Fund 49,49,2023-11-01,1673697.34
Large Cap Index Fund 07,7,2023-11-01,12046751.36
Large Cap Index Fund 08,8,2023-11-01,9133842.77
Large Cap Index Fund 18,18,2023-11-01,7563725.92
Large Cap Index Fund 48,48,2023-11-01,6332313.31
Municipal Bond Fund 13,13,2023-11-01,5504573.6
Municipal Bond Fund 30,30,2023-11-01,-4127786.42
Municipal Bond Fund 31,31,2023-11-01,-1384786.51
Prime Cash Reserves Fund 02,2,2023-11-01,4868555.62
Prime Cash Reserves Fund 29,29,2023-11-01,11397093.38
Prime Cash Reserves Fund 51,51,2023-11-01,1102989.83
Short Term Bond Fund 32,32,2023-11-01,5333031.42
Short Term Bond Fund 41,41,2023-11-01,6496802.42
Small Cap Index Fund 01,1,2023-11-01,-2677616.74
Small Cap Index Fund 20,20,2023-11-01,-10330112.49
Small Cap Index Fund 35,35,2023-11-01,-6484010.5
Target Retirement 2030 Fund 16,16,2023-11-01,9913588.18
Target Retirement 2030 Fund 34,34,2023-11-01,16648878.94
Target Retirement 2040 Fund 15,15,2023-11-01,16881560.21
Target Retirement 2040 Fund 52,52,2023-11-01,9100588.73
Target Retirement 2050 Fund 05,5,2023-11-01,14711338.48
Total Bond Fund 04,4,2023-11-01,4322246.01
Total Market Index Fund 11,11,2023-11-01,8536651.32
Total Market Index Fund 39,39,2023-11-01,36298.76
Total Market Index Fund 47,47,2023-11-01,4976267.05
Value Opportunities Fund 06,6,2023-11-01,2749365.55
Active Growth Fund 10,10,2023-12-01,11339407.64
Active Growth Fund 14,14,2023-12-01,8340229.37
Active Growth Fund 17,17,2023-12-01,8995104.76
Core Equity ETF Fund 12,12,2023-12-01,962222.54
Core Equity ETF Fund 27,27,2023-12-01,4432205.98
Core Equity ETF Fund 38,38,2023-12-01,8846814.83
Core Plus Bond Fund 21,21,2023-12-01,3217115.59
Core Plus Bond Fund 40,40,2023-12-01,5445530.88
Core Plus Bond Fund 43,43,2023-12-01,-6019479.11
Dividend ETF Fund 09,9,2023-12-01,24548819.33
Dividend ETF Fund 23,23,2023-12-01,28139976.75
Dividend ETF Fund 28,28,2023-12-01,8981274.25
Federal Money Market Fund 25,25,2023-12-01,-2046855.43
Global Equity Fund 36,36,2023-12-01,9482861.4
Global Equity Fund 50,50,2023-12-01,5328701.74
Growth ETF Fund 03,3,2023-12-01,26716230.17
Growth ETF Fund 22,22,2023-12-01,-4728832.11
Growth ETF Fund 37,37,2023-12-01,13092355.38
Growth ETF Fund 42,42,2023-12-01,5503367.22
Growth ETF Fund 46,46,2023-12-01,11209489.58
International ETF Fund 24,24,2023-12-01,9293165.03
International ETF Fund 33,33,2023-12-01,12007819.85
International ETF Fund 44,44,2023-12-01,2040960.72
International ETF Fund 45,45,2023-12-01,14067547.06
International Index Fund 19,19,2023-12-01,8653740.91
International Index Fund 26,26,2023-12-01,5696725.07
International Index Fund 49,49,2023-12-01,-336783.16
Large Cap Index Fund 07,7,2023-12-01,-2591134.62
Large Cap Index Fund 08,8,2023-12-01,3540234.55
Large Cap Index Fund 18,18,2023-12-01,5712551.92
Large Cap Index Fund 48,48,2023-12-01,5640359.82
Municipal Bond Fund 13,13,2023-12-01,1949113.76
Municipal Bond Fund 30,30,2023-12-01,16291351.56
Municipal Bond Fund 31,31,2023-12-01,688954.34
Prime Cash Reserves Fund 02,2,2023-12-01,7401179.05
Prime Cash Reserves Fund 29,29,2023-12-01,10550952.1
Prime Cash Reserves Fund 51,51,2023-12-01,5709681.23
Short Term Bond Fund 32,32,2023-12-01,15804275.25
Short Term Bond Fund 41,41,2023-12-01,4406627.19
Small Cap Index Fund 01,1,2023-12-01,14937835.28
Small Cap Index Fund 20,20,2023-12-01,6733105.63
Small Cap Index Fund 35,35,2023-12-01,7378143.1
Target Retirement 2030 Fund 16,16,2023-12-01,14092874.25
Target Retirement 2030 Fund 34,34,2023-12-01,19586732.62
Target Retirement 2040 Fund 15,15,2023-12-01,4380412.14
Target Retirement 2040 Fund 52,52,2023-12-01,18623671.63
Target Retirement 2050 Fund 05,5,2023-12-01,23387138.56
Total Bond Fund 04,4,2023-12-01,-3146302.04
Total Market Index Fund 11,11,2023-12-01,3420327.41
Total Market Index Fund 39,39,2023-12-01,4987881.56
Total Market Index Fund 47,47,2023-12-01,5691969.06
Value Opportunities Fund 06,6,2023-12-01,5021864.28
Active Growth Fund 10,10,2024-01-01,4522026.61
Active Growth Fund 14,14,2024-01-01,4359810.33
Active Growth Fund 17,17,2024-01-01,-446443.85
Core Equity ETF Fund 12,12,2024-01-01,6279714.72
Core Equity ETF Fund 27,27,2024-01-01,11927216.09
Core Equity ETF Fund 38,38,2024-01-01,638554.39
Core Plus Bond Fund 21,21,2024-01-01,1259828.35
Core Plus Bond Fund 40,40,2024-01-01,5065738.2
Core Plus Bond Fund 43,43,2024-01-01,2687004.19
Dividend ETF Fund 09,9,2024-01-01,17946123.7
Dividend ETF Fund 23,23,2024-01-01,15319286.6
Dividend ETF Fund 28,28,2024-01-01,6741022.51
Federal Money Market Fund 25,25,2024-01-01,9849810.73
Global Equity Fund 36,36,2024-01-01,5111349.3
Global Equity Fund 50,50,2024-01-01,6342748.41
Growth ETF Fund 03,3,2024-01-01,10483568.19
Growth ETF Fund 22,22,2024-01-01,5843578.52
Growth ETF Fund 37,37,2024-01-01,9847752.59
Growth ETF Fund 42,42,2024-01-01,-2428280.77
Growth ETF Fund 46,46,2024-01-01,13219895.32
International ETF Fund 24,24,2024-01-01,2845753.4
International ETF Fund 33,33,2024-01-01,7809911.22
International ETF Fund 44,44,2024-01-01,12821193.68
International ETF Fund 45,45,2024-01-01,10420561.88
International Index Fund 19,19,2024-01-01,25560035.49
International Index Fund 26,26,2024-01-01,4423795.57
International Index Fund 49,49,2024-01-01,8026013.76
Large Cap Index Fund 07,7,2024-01-01,-6712157.81
Large Cap Index Fund 08,8,2024-01-01,6367060.16
Large Cap Index Fund 18,18,2024-01-01,-5489608.62
Large Cap Index Fund 48,48,2024-01-01,11444917.08
Municipal Bond Fund 13,13,2024-01-01,3777664.48
Municipal Bond Fund 30,30,2024-01-01,7476021.17
Municipal Bond Fund 31,31,2024-01-01,18659243.02
Prime Cash Reserves Fund 02,2,2024-01-01,7333699.94
Prime Cash Reserves Fund 29,29,2024-01-01,9128783.75
Prime Cash Reserves Fund 51,51,2024-01-01,1157897.44
Short Term Bond Fund 32,32,2024-01-01,16407539.42
Short Term Bond Fund 41,41,2024-01-01,5637148.96
Small Cap Index Fund 01,1,2024-01-01,1380037.38
Small Cap Index Fund 20,20,2024-01-01,3677130.61
Small Cap Index Fund 35,35,2024-01-01,4859976.72
Target Retirement 2030 Fund 16,16,2024-01-01,16486500.46
Target Retirement 2030 Fund 34,34,2024-01-01,9540466.39
Target Retirement 2040 Fund 15,15,2024-01-01,17441617.69
Target Retirement 2040 Fund 52,52,2024-01-01,21341227.66
Target Retirement 2050 Fund 05,5,2024-01-01,22426112.84
Total Bond Fund 04,4,2024-01-01,12749169.72
Total Market Index Fund 11,11,2024-01-01,12067089.91
Total Market Index Fund 39,39,2024-01-01,-1085631.7
Total Market Index Fund 47,47,2024-01-01,6518343.57
Value Opportunities Fund 06,6,2024-01-01,-545617.33
Active Growth Fund 10,10,2024-02-01,1768538.07
Active Growth Fund 14,14,2024-02-01,6981303.05
Active Growth Fund 17,17,2024-02-01,5310621.83
Core Equity ETF Fund 12,12,2024-02-01,-1159133.06
Core Equity ETF Fund 27,27,2024-02-01,18608385.2
Core Equity ETF Fund 38,38,2024-02-01,9977548.89
Core Plus Bond Fund 21,21,2024-02-01,2656187.75
Core Plus Bond Fund 40,40,2024-02-01,6800754.62
Core Plus Bond Fund 43,43,2024-02-01,9541716.56
Dividend ETF Fund 09,9,2024-02-01,3829350.57
Dividend ETF Fund 23,23,2024-02-01,7955269.87
Dividend ETF Fund 28,28,2024-02-01,1515282.09
Federal Money Market Fund 25,25,2024-02-01,6400804.73
Global Equity Fund 36,36,2024-02-01,5156999.28
Global Equity Fund 50,50,2024-02-01,-12588.68
Growth ETF Fund 03,3,2024-02-01,19669945.6
Growth ETF Fund 22,22,2024-02-01,17034570.44
Growth ETF Fund 37,37,2024-02-01,1419781.91
Growth ETF Fund 42,42,2024-02-01,14986522.56
Growth ETF Fund 46,46,2024-02-01,11746361.96
International ETF Fund 24,24,2024-02-01,-1641227.3
International ETF Fund 33,33,2024-02-01,4023550.14
International ETF Fund 44,44,2024-02-01,15468263.73
International ETF Fund 45,45,2024-02-01,9171208.44
International Index Fund 19,19,2024-02-01,-158921.11
International Index Fund 26,26,2024-02-01,1289764.01
International Index Fund 49,49,2024-02-01,4567648.38
Large Cap Index Fund 07,7,2024-02-01,1374233.41
Large Cap Index Fund 08,8,2024-02-01,-1519274.0
Large Cap Index Fund 18,18,2024-02-01,2557492.81
Large Cap Index Fund 48,48,2024-02-01,4477018.71
Municipal Bond Fund 13,13,2024-02-01,10393105.24
Municipal Bond Fund 30,30,2024-02-01,11246836.77
Municipal Bond Fund 31,31,2024-02-01,13679186.7
Prime Cash Reserves Fund 02,2,2024-02-01,5723249.14
Prime Cash Reserves Fund 29,29,2024-02-01,4332700.12
Prime Cash Reserves Fund 51,51,2024-02-01,-1662389.48
Short Term Bond Fund 32,32,2024-02-01,11709675.47
Short Term Bond Fund 41,41,2024-02-01,-5089303.76
Small Cap Index Fund 01,1,2024-02-01,1713390.41
Small Cap Index Fund 20,20,2024-02-01,4524990.43
Small Cap Index Fund 35,35,2024-02-01,-2115162.48
Target Retirement 2030 Fund 16,16,2024-02-01,19376925.91
Target Retirement 2030 Fund 34,34,2024-02-01,13794521.93
Target Retirement 2040 Fund 15,15,2024-02-01,12354962.12
Target Retirement 2040 Fund 52,52,2024-02-01,20058536.4
Target Retirement 2050 Fund 05,5,2024-02-01,22854429.35
Total Bond Fund 04,4,2024-02-01,607723.79
Total Market Index Fund 11,11,2024-02-01,7839398.12
Total Market Index Fund 39,39,2024-02-01,-2074533.41
Total Market Index Fund 47,47,2024-02-01,1465417.31
Value Opportunities Fund 06,6,2024-02-01,1745894.06
Active Growth Fund 10,10,2024-03-01,2309869.69
Active Growth Fund 14,14,2024-03-01,1756392.39
Active Growth Fund 17,17,2024-03-01,8283878.16
Core Equity ETF Fund 12,12,2024-03-01,-315099.58
Core Equity ETF Fund 27,27,2024-03-01,10895401.32
Core Equity ETF Fund 38,38,2024-03-01,4984867.97
Core Plus Bond Fund 21,21,2024-03-01,9702779.99
Core Plus Bond Fund 40,40,2024-03-01,-12494972.51
Core Plus Bond Fund 43,43,2024-03-01,9982167.68
Dividend ETF Fund 09,9,2024-03-01,9563006.63
Dividend ETF Fund 23,23,2024-03-01,13490499.06
Dividend ETF Fund 28,28,2024-03-01,3773126.08
Federal Money Market Fund 25,25,2024-03-01,11742045.99
Global Equity Fund 36,36,2024-03-01,6384674.27
Global Equity Fund 50,50,2024-03-01,665630.81
Growth ETF Fund 03,3,2024-03-01,11629349.23
Growth ETF Fund 22,22,2024-03-01,19867647.95
Growth ETF Fund 37,37,2024-03-01,2094608.46
Growth ETF Fund 42,42,2024-03-01,14962301.39
Growth ETF Fund 46,46,2024-03-01,27573501.48
International ETF Fund 24,24,2024-03-01,6442711.12
International ETF Fund 33,33,2024-03-01,4305155.26
International ETF Fund 44,44,2024-03-01,4324160.46
International ETF Fund 45,45,2024-03-01,8567458.49
International Index Fund 19,19,2024-03-01,-443710.98
International Index Fund 26,26,2024-03-01,3583821.75
International Index Fund 49,49,2024-03-01,-1695521.13
Large Cap Index Fund 07,7,2024-03-01,4166839.69
Large Cap Index Fund 08,8,2024-03-01,20648683.9
Large Cap Index Fund 18,18,2024-03-01,5422302.14
Large Cap Index Fund 48,48,2024-03-01,6768104.31
Municipal Bond Fund 13,13,2024-03-01,8941865.73
Municipal Bond Fund 30,30,2024-03-01,11742185.89
Municipal Bond Fund 31,31,2024-03-01,629739.2
Prime Cash Reserves Fund 02,2,2024-03-01,7610516.82
Prime Cash Reserves Fund 29,29,2024-03-01,-2837184.66
Prime Cash Reserves Fund 51,51,2024-03-01,5313888.57
Short Term Bond Fund 32,32,2024-03-01,4731156.67
Short Term Bond Fund 41,41,2024-03-01,6866855.68
Small Cap Index Fund 01,1,2024-03-01,12434138.01
Small Cap Index Fund 20,20,2024-03-01,-2077759.34
Small Cap Index Fund 35,35,2024-03-01,-415865.55
Target Retirement 2030 Fund 16,16,2024-03-01,13777127.72
Target Retirement 2030 Fund 34,34,2024-03-01,14878971.28
Target Retirement 2040 Fund 15,15,2024-03-01,21032458.71
Target Retirement 2040 Fund 52,52,2024-03-01,12421463.76
Target Retirement 2050 Fund 05,5,2024-03-01,25384229.56
Total Bond Fund 04,4,2024-03-01,2585506.55
Total Market Index Fund 11,11,2024-03-01,10598055.34
Total Market Index Fund 39,39,2024-03-01,16780417.51
Total Market Index Fund 47,47,2024-03-01,2046637.29
Value Opportunities Fund 06,6,2024-03-01,-43166.12
Active Growth Fund 10,10,2024-04-01,-13215348.33
Active Growth Fund 14,14,2024-04-01,6120327.05
Active Growth Fund 17,17,2024-04-01,-1841024.07
Core Equity ETF Fund 12,12,2024-04-01,8446496.92
Core Equity ETF Fund 27,27,2024-04-01,5267697.38
Core Equity ETF Fund 38,38,2024-04-01,6028302.69
Core Plus Bond Fund 21,21,2024-04-01,-1263577.64
Core Plus Bond Fund 40,40,2024-04-01,1762457.47
Core Plus Bond Fund 43,43,2024-04-01,-3306191.29
Dividend ETF Fund 09,9,2024-04-01,20905578.91
Dividend ETF Fund 23,23,2024-04-01,21662720.42
Dividend ETF Fund 28,28,2024-04-01,3045375.76
Federal Money Market Fund 25,25,2024-04-01,10319343.78
Global Equity Fund 36,36,2024-04-01,-1633999.02
Global Equity Fund 50,50,2024-04-01,3547249.03
Growth ETF Fund 03,3,2024-04-01,15816318.85
Growth ETF Fund 22,22,2024-04-01,-6104027.97
Growth ETF Fund 37,37,2024-04-01,10663110.62
Growth ETF Fund 42,42,2024-04-01,1194525.51
Growth ETF Fund 46,46,2024-04-01,10651727.12
International ETF Fund 24,24,2024-04-01,-1936052.79
International ETF Fund 33,33,2024-04-01,10105158.06
International ETF Fund 44,44,2024-04-01,9536537.4
International ETF Fund 45,45,2024-04-01,18153260.97
International Index Fund 19,19,2024-04-01,19592205.52
International Index Fund 26,26,2024-04-01,-1115663.45
International Index Fund 49,49,2024-04-01,11131687.2
Large Cap Index Fund 07,7,2024-04-01,20685694.59
Large Cap Index Fund 08,8,2024-04-01,13970559.53
Large Cap Index Fund 18,18,2024-04-01,7952746.19
Large Cap Index Fund 48,48,2024-04-01,7037534.48
Municipal Bond Fund 13,13,2024-04-01,2653475.78
Municipal Bond Fund 30,30,2024-04-01,5854976.39
Municipal Bond Fund 31,31,2024-04-01,19827988.99
Prime Cash Reserves Fund 02,2,2024-04-01,3930631.98
Prime Cash Reserves Fund 29,29,2024-04-01,13675890.77
Prime Cash Reserves Fund 51,51,2024-04-01,-1166365.85
Short Term Bond Fund 32,32,2024-04-01,14563273.88
Short Term Bond Fund 41,41,2024-04-01,7809332.44
Small Cap Index Fund 01,1,2024-04-01,1642728.51
Small Cap Index Fund 20,20,2024-04-01,-3362502.11
Small Cap Index Fund 35,35,2024-04-01,-2244110.69
Target Retirement 2030 Fund 16,16,2024-04-01,23931236.51
Target Retirement 2030 Fund 34,34,2024-04-01,14571655.25
Target Retirement 2040 Fund 15,15,2024-04-01,18195431.8
Target Retirement 2040 Fund 52,52,2024-04-01,20118583.97
Target Retirement 2050 Fund 05,5,2024-04-01,16182291.07
Total Bond Fund 04,4,2024-04-01,453505.31
Total Market Index Fund 11,11,2024-04-01,6863433.73
Total Market Index Fund 39,39,2024-04-01,-2095910.37
Total Market Index Fund 47,47,2024-04-01,1929529.15
Value Opportunities Fund 06,6,2024-04-01,5326689.29
Active Growth Fund 10,10,2024-05-01,-1280428.92
Active Growth Fund 14,14,2024-05-01,2300880.2
Active Growth Fund 17,17,2024-05-01,3283951.93
Core Equity ETF Fund 12,12,2024-05-01,12687282.76
Core Equity ETF Fund 27,27,2024-05-01,12149987.27
Core Equity ETF Fund 38,38,2024-05-01,19989222.69
Core Plus Bond Fund 21,21,2024-05-01,7126870.61
Core Plus Bond Fund 40,40,2024-05-01,5156833.78
Core Plus Bond Fund 43,43,2024-05-01,-528946.65
Dividend ETF Fund 09,9,2024-05-01,21099213.03
Dividend ETF Fund 23,23,2024-05-01,10180647.1
Dividend ETF Fund 28,28,2024-05-01,-2365329.71
Federal Money Market Fund 25,25,2024-05-01,4886870.72
Global Equity Fund 36,36,2024-05-01,18670050.73
Global Equity Fund 50,50,2024-05-01,-3372103.78
Growth ETF Fund 03,3,2024-05-01,20765013.29
Growth ETF Fund 22,22,2024-05-01,6071185.53
Growth ETF Fund 37,37,2024-05-01,6560901.95
Growth ETF Fund 42,42,2024-05-01,13524317.59
Growth ETF Fund 46,46,2024-05-01,2706029.14
International ETF Fund 24,24,2024-05-01,13576029.87
International ETF Fund 33,33,2024-05-01,-15992.9
International ETF Fund 44,44,2024-05-01,12126933.4
International ETF Fund 45,45,2024-05-01,6618533.48
International Index Fund 19,19,2024-05-01,13628516.54
International Index Fund 26,26,2024-05-01,4164173.88
International Index Fund 49,49,2024-05-01,9176036.53
Large Cap Index Fund 07,7,2024-05-01,11598907.34
Large Cap Index Fund 08,8,2024-05-01,5987838.51
Large Cap Index Fund 18,18,2024-05-01,4021397.09
Large Cap Index Fund 48,48,2024-05-01,11488429.59
Municipal Bond Fund 13,13,2024-05-01,10189406.95
Municipal Bond Fund 30,30,2024-05-01,8296747.75
Municipal Bond Fund 31,31,2024-05-01,-3056372.63
Prime Cash Reserves Fund 02,2,2024-05-01,-1633801.84
Prime Cash Reserves Fund 29,29,2024-05-01,342486.04
Prime Cash Reserves Fund 51,51,2024-05-01,2609776.44
Short Term Bond Fund 32,32,2024-05-01,14821979.04
Short Term Bond Fund 41,41,2024-05-01,1849356.78
Small Cap Index Fund 01,1,2024-05-01,767818.77
Small Cap Index Fund 20,20,2024-05-01,727386.01
Small Cap Index Fund 35,35,2024-05-01,-4226888.45
Target Retirement 2030 Fund 16,16,2024-05-01,22260211.77
Target Retirement 2030 Fund 34,34,2024-05-01,22069651.06
Target Retirement 2040 Fund 15,15,2024-05-01,21403525.86
Target Retirement 2040 Fund 52,52,2024-05-01,15059733.35
Target Retirement 2050 Fund 05,5,2024-05-01,15926105.35
Total Bond Fund 04,4,2024-05-01,-451891.36
Total Market Index Fund 11,11,2024-05-01,2896894.55
Total Market Index Fund 39,39,2024-05-01,-2753392.65
Total Market Index Fund 47,47,2024-05-01,-131011.09
Value Opportunities Fund 06,6,2024-05-01,7323688.87
Active Growth Fund 10,10,2024-06-01,1775694.69
Active Growth Fund 14,14,2024-06-01,2141490.63
Active Growth Fund 17,17,2024-06-01,1394571.9
Core Equity ETF Fund 12,12,2024-06-01,12834398.82
Core Equity ETF Fund 27,27,2024-06-01,6618701.53
Core Equity ETF Fund 38,38,2024-06-01,5645322.94
Core Plus Bond Fund 21,21,2024-06-01,4333192.02
Core Plus Bond Fund 40,40,2024-06-01,4164309.21
Core Plus Bond Fund 43,43,2024-06-01,1122724.67
Dividend ETF Fund 09,9,2024-06-01,15040945.59
Dividend ETF Fund 23,23,2024-06-01,31505425.61
Dividend ETF Fund 28,28,2024-06-01,14153856.38
Federal Money Market Fund 25,25,2024-06-01,5262750.09
Global Equity Fund 36,36,2024-06-01,5914097.89
Global Equity Fund 50,50,2024-06-01,1263696.26
