opportunity_id,advisor_id,lead_id,client_id,created_date,closed_date,opportunity_stage,opportunity_status,estimated_assets,closed_assets
1276,16,1276,,2025-11-25,,Proposal,Open,168831.98,
1277,21,1277,,2024-07-20,,Discovery,Inactive,218703.18,
1278,16,1278,,2025-01-31,,Discovery,Inactive,74651.71,
1279,11,1279,,2025-12-20,,Discovery,Inactive,108533.00,
1280,1,1280,,2024-05-21,,Discovery,Inactive,71700.40,
1281,5,1281,,2025-01-17,,Proposal,Open,164289.76,
1282,24,1282,,2025-06-27,,Discovery,Inactive,79396.42,
1283,1,1283,,2025-09-30,,Proposal,Open,152423.08,
1284,1,1284,203,2025-09-14,2025-10-31,Closed,Closed Won,115998.73,109547.01
1285,11,1285,,2024-10-19,,Discovery,Inactive,1445951.33,
1286,11,1286,204,2024-08-18,2024-10-06,Closed,Closed Won,207497.57,179736.89
1287,15,1287,,2025-08-08,,Proposal,Open,41436.52,
1288,22,1288,,2024-11-23,,Discovery,Inactive,232490.94,
1289,21,1289,,2025-08-12,,Proposal,Open,522209.34,
1290,21,1290,,2025-11-17,,Proposal,Open,271418.03,
1291,16,1291,205,2024-03-31,2024-04-26,Closed,Closed Won,83513.02,74532.10
1292,24,1292,,2024-02-08,,Discovery,Inactive,587340.27,
1293,12,1293,206,2025-06-02,2025-07-13,Closed,Closed Won,944211.03,1000657.12
1294,5,1294,,2024-08-15,,Discovery,Inactive,59718.47,
1295,4,1295,,2024-06-09,,Discovery,Inactive,287435.59,
1296,21,1296,,2024-03-17,,Discovery,Inactive,101313.54,
1297,14,1297,,2025-12-16,,Discovery,Inactive,482099.48,
1298,19,1298,,2025-06-27,,Proposal,Open,678975.96,
1299,7,1299,,2025-04-06,,Discovery,Inactive,200751.14,
1300,22,1300,,2025-07-13,,Discovery,Inactive,67791.11,
1301,13,1301,,2025-12-15,,Discovery,Inactive,200191.97,
1302,9,1302,,2025-02-04,,Proposal,Open,68561.46,
1303,15,1303,,2024-06-06,,Discovery,Inactive,428278.61,
1304,14,1304,,2024-11-26,,Proposal,Open,1573998.09,
1305,9,1305,207,2025-04-26,2025-06-06,Closed,Closed Won,163904.67,121403.59
1306,2,1306,,2024-03-06,,Discovery,Inactive,50753.46,
1307,17,1307,,2025-10-20,,Proposal,Open,46582.11,
1308,19,1308,208,2024-01-13,2024-03-12,Closed,Closed Won,213286.34,179414.07
1309,4,1309,,2025-11-03,,Proposal,Open,310239.06,
1310,17,1310,,2024-10-10,,Proposal,Open,1067307.40,
1311,16,1311,,2024-10-26,,Discovery,Inactive,116297.14,
1312,7,1312,,2025-12-17,,Proposal,Open,1938050.76,
1313,13,1313,,2025-01-05,,Discovery,Inactive,187549.34,
1314,19,1314,,2024-01-24,,Discovery,Inactive,1052882.11,
1315,24,1315,209,2024-05-27,2024-06-19,Closed,Closed Won,3203733.53,3313466.52
1316,13,1316,,2025-11-28,,Proposal,Open,183142.77,
1317,17,1317,,2024-05-17,,Discovery,Inactive,86667.67,
1318,13,1318,,2025-02-01,,Discovery,Inactive,668353.76,
1319,4,1319,,2024-02-18,,Proposal,Open,243354.16,
1320,2,1320,,2024-09-05,,Discovery,Inactive,82510.71,
1321,17,1321,,2025-09-20,,Proposal,Open,325348.53,
1322,7,1322,210,2024-04-12,2024-05-01,Closed,Closed Won,92296.30,78668.93
1323,11,1323,,2025-05-06,,Proposal,Open,108258.91,
1324,13,1324,,2025-07-26,,Discovery,Inactive,23335.46,
1325,3,1325,,2024-12-05,,Discovery,Inactive,88803.95,
1326,24,1326,,2025-01-16,,Proposal,Open,264475.95,
1327,6,1327,211,2024-05-05,2024-05-29,Closed,Closed Won,1416537.25,1358722.09
1328,2,1328,,2024-04-22,,Discovery,Inactive,96010.87,
1329,7,1329,,2024-03-09,,Discovery,Inactive,672832.64,
1330,13,1330,,2025-09-19,,Discovery,Inactive,200705.91,
1331,6,1331,,2025-05-12,,Discovery,Inactive,219381.39,
1332,3,1332,,2024-11-01,,Proposal,Open,98561.71,
1333,10,1333,212,2025-11-30,2026-01-18,Closed,Closed Won,66916.92,65981.24
1334,3,1334,,2024-05-17,,Discovery,Inactive,31089.19,
1335,10,1335,213,2024-09-06,2024-09-25,Closed,Closed Won,771589.98,823603.25
1336,17,1336,,2025-03-18,,Discovery,Inactive,2388937.29,
1337,23,1337,,2024-01-20,,Discovery,Inactive,1455129.78,
1338,24,1338,,2024-04-07,,Discovery,Inactive,125624.16,
1339,13,1339,,2025-03-10,,Discovery,Inactive,95045.93,
1340,5,1340,,2024-05-18,,Discovery,Inactive,32457.56,
1341,8,1341,214,2025-08-24,2025-10-17,Closed,Closed Won,108367.02,82466.63
1342,24,1342,,2025-09-04,,Discovery,Inactive,256322.90,
1343,20,1343,215,2025-03-29,2025-05-14,Closed,Closed Won,75304.31,78750.83
1344,21,1344,,2025-06-07,,Discovery,Inactive,42421.81,
1345,9,1345,216,2025-02-07,2025-04-01,Closed,Closed Won,864130.46,898489.60
1346,1,1346,,2024-09-07,,Discovery,Inactive,82788.57,
1347,9,1347,,2025-07-03,,Discovery,Inactive,907891.06,
1348,1,1348,,2025-07-23,,Discovery,Inactive,127314.97,
1349,4,1349,,2024-05-14,,Discovery,Inactive,1808499.15,
1350,19,1350,,2024-10-31,,Discovery,Inactive,143317.16,
1351,9,1351,,2024-05-27,,Discovery,Inactive,1799468.32,
1352,23,1352,,2024-10-30,,Proposal,Open,46602.17,
1353,14,1353,,2025-12-20,,Discovery,Inactive,560779.47,
1354,20,1354,,2025-02-23,,Proposal,Open,35621.58,
1355,23,1355,,2024-09-09,,Proposal,Open,87998.88,
1356,22,1356,217,2024-10-07,2024-11-14,Closed,Closed Won,37108.99,32068.27
1357,16,1357,,2025-08-02,,Discovery,Inactive,75455.34,
1358,4,1358,,2024-07-29,,Discovery,Inactive,87357.90,
1359,16,1359,,2024-04-11,,Discovery,Inactive,941758.24,
1360,7,1360,,2024-05-18,,Discovery,Inactive,76251.93,
1361,1,1361,,2024-05-18,,Proposal,Open,179207.38,
1362,16,1362,,2025-12-14,,Discovery,Inactive,1391294.15,
1363,8,1363,,2025-07-21,,Discovery,Inactive,93134.90,
1364,10,1364,,2025-09-21,,Discovery,Inactive,218416.59,
1365,19,1365,218,2024-10-20,2024-11-02,Closed,Closed Won,469725.96,349435.98
1366,1,1366,,2025-10-15,,Discovery,Inactive,194303.19,
1367,22,1367,,2024-10-05,,Discovery,Inactive,341191.80,
1368,18,1368,219,2024-05-24,2024-06-22,Closed,Closed Won,309483.09,253769.48
1369,23,1369,,2025-03-31,,Discovery,Inactive,783458.33,
1370,12,1370,,2025-08-29,,Discovery,Inactive,270336.34,
1371,19,1371,,2025-10-14,,Proposal,Open,571815.68,
1372,9,1372,,2025-01-15,,Proposal,Open,162983.11,
1373,21,1373,,2024-01-21,,Proposal,Open,44067.30,
1374,1,1374,,2025-06-28,,Proposal,Open,53337.74,
1375,13,1375,220,2025-09-06,2025-11-04,Closed,Closed Won,2074922.66,1672591.55
1376,23,1376,221,2025-09-24,2025-11-12,Closed,Closed Won,58016.24,46799.71
1377,19,1377,,2024-06-09,,Proposal,Open,68173.90,
1378,3,1378,222,2025-09-10,2025-10-25,Closed,Closed Won,145345.76,143367.06
1379,21,1379,,2025-10-04,,Discovery,Inactive,748725.96,
1380,24,1380,,2024-05-01,,Discovery,Inactive,89121.76,
1381,14,1381,223,2025-03-06,2025-04-23,Closed,Closed Won,98660.55,99348.73
1382,8,1382,224,2025-05-24,2025-06-06,Closed,Closed Won,59403.28,58859.32
1383,12,1383,,2024-03-06,,Discovery,Inactive,298737.26,
1384,12,1384,,2024-08-13,,Discovery,Inactive,2236767.43,
1385,12,1385,,2025-11-19,,Discovery,Inactive,239445.56,
1386,6,1386,,2024-10-12,,Discovery,Inactive,243966.30,
1387,4,1387,225,2024-01-23,2024-02-20,Closed,Closed Won,2747889.08,2721096.54
1388,5,1388,,2024-01-25,,Proposal,Open,687069.51,
1389,2,1389,,2025-10-30,,Discovery,Inactive,400230.67,
1390,10,1390,,2025-02-04,,Proposal,Open,533512.13,
1391,13,1391,,2025-01-29,,Discovery,Inactive,269914.37,
1392,11,1392,226,2024-07-14,2024-08-17,Closed,Closed Won,310730.55,266394.26
1393,21,1393,227,2025-07-06,2025-08-13,Closed,Closed Won,48061.54,37359.20
1394,5,1394,228,2025-06-14,2025-07-26,Closed,Closed Won,220142.87,224174.68
1395,15,1395,229,2024-03-25,2024-04-17,Closed,Closed Won,76959.38,67796.03
1396,5,1396,,2025-11-04,,Proposal,Open,85897.29,
1397,2,1397,,2025-12-06,,Discovery,Inactive,146380.05,
1398,13,1398,,2025-11-11,,Proposal,Open,73978.31,
1399,24,1399,,2024-02-28,,Discovery,Inactive,442666.18,
1400,11,1400,,2025-03-06,,Discovery,Inactive,1775151.05,
1401,7,1401,,2024-01-14,,Proposal,Open,208550.42,
1402,18,1402,,2024-02-15,,Proposal,Open,1638942.39,
1403,14,1403,,2025-03-10,,Discovery,Inactive,49476.15,
1404,22,1404,,2025-10-12,,Proposal,Open,909699.01,
1405,12,1405,,2024-08-13,,Discovery,Inactive,33207.01,
1406,14,1406,,2025-05-24,,Discovery,Inactive,160647.81,
1407,5,1407,,2024-04-06,,Discovery,Inactive,98109.93,
1408,21,1408,,2024-01-30,,Proposal,Open,777081.18,
1409,14,1409,,2024-08-29,,Proposal,Open,44357.88,
1410,14,1410,,2025-03-30,,Discovery,Inactive,169709.87,
1411,21,1411,,2025-09-08,,Discovery,Inactive,52499.43,
1412,5,1412,,2024-11-27,,Proposal,Open,1605383.88,
1413,18,1413,,2024-01-26,,Discovery,Inactive,59049.83,
1414,5,1414,,2025-08-27,,Discovery,Inactive,1001574.00,
1415,3,1415,230,2025-07-01,2025-08-14,Closed,Closed Won,49864.03,40744.75
1416,21,1416,,2024-02-06,,Proposal,Open,277585.20,
1417,13,1417,,2024-06-21,,Discovery,Inactive,95584.13,
1418,7,1418,,2024-01-21,,Discovery,Inactive,685232.93,
1419,21,1419,,2025-12-28,,Proposal,Open,112495.65,
1420,23,1420,,2024-04-04,,Discovery,Inactive,627915.71,
1421,20,1421,,2025-01-11,,Discovery,Inactive,223564.21,
1422,2,1422,,2025-01-24,,Discovery,Inactive,166488.18,
1423,10,1423,,2024-09-16,,Discovery,Inactive,44146.42,
1424,9,1424,,2025-01-24,,Discovery,Inactive,918620.86,
1425,14,1425,,2024-12-28,,Discovery,Inactive,186771.08,
1426,9,1426,,2025-06-02,,Proposal,Open,1567964.61,
1427,10,1427,,2025-06-14,,Proposal,Open,272039.49,
1428,22,1428,,2025-10-26,,Proposal,Open,1016058.80,
1429,20,1429,231,2024-06-28,2024-08-01,Closed,Closed Won,87884.35,81952.56
1430,13,1430,,2025-01-01,,Proposal,Open,698885.19,
1431,12,1431,,2024-12-22,,Discovery,Inactive,97415.66,
1432,10,1432,,2024-12-18,,Discovery,Inactive,66003.25,
1433,15,1433,,2025-12-16,,Discovery,Inactive,123527.33,
1434,5,1434,,2024-03-29,,Discovery,Inactive,522204.19,
1435,24,1435,232,2024-06-19,2024-08-01,Closed,Closed Won,93130.57,81520.49
1436,8,1436,,2024-09-18,,Proposal,Open,41376.90,
1437,17,1437,,2025-12-25,,Proposal,Open,88686.39,
1438,19,1438,233,2025-05-10,2025-05-30,Closed,Closed Won,756030.12,602485.40
1439,2,1439,,2024-08-06,,Discovery,Inactive,40378.66,
1440,6,1440,,2025-08-31,,Proposal,Open,151377.15,
1441,18,1441,,2025-12-29,,Discovery,Inactive,57813.44,
1442,4,1442,,2024-02-15,,Proposal,Open,38405.37,
1443,1,1443,234,2024-04-10,2024-04-22,Closed,Closed Won,460029.81,470516.00
1444,20,1444,235,2024-07-09,2024-08-08,Closed,Closed Won,433741.66,367628.65
1445,18,1445,,2025-03-07,,Discovery,Inactive,268112.02,
1446,1,1446,,2024-08-09,,Proposal,Open,90599.56,
1447,24,1447,,2024-05-28,,Discovery,Inactive,51852.44,
1448,9,1448,,2024-02-21,,Discovery,Inactive,183447.31,
1449,7,1449,,2024-01-21,,Proposal,Open,47607.80,
1450,19,1450,236,2025-09-21,2025-10-30,Closed,Closed Won,64984.27,64048.30
1451,12,1451,,2025-04-04,,Discovery,Inactive,947668.52,
1452,14,1452,,2025-09-03,,Proposal,Open,30886.32,
1453,7,1453,,2025-10-20,,Discovery,Inactive,205611.80,
1454,12,1454,,2024-07-12,,Discovery,Inactive,462479.77,
1455,23,1455,,2024-07-18,,Proposal,Open,154593.14,
1456,6,1456,,2025-09-07,,Proposal,Open,37200.83,
1457,5,1457,,2024-05-28,,Discovery,Inactive,745926.40,
1458,15,1458,,2024-10-05,,Proposal,Open,867700.00,
1459,23,1459,,2024-07-05,,Discovery,Inactive,105568.79,
1460,18,1460,,2025-02-08,,Proposal,Open,60991.90,
1461,16,1461,,2025-09-04,,Proposal,Open,104651.44,
1462,20,1462,,2025-09-11,,Discovery,Inactive,500214.29,
1463,7,1463,,2024-12-02,,Discovery,Inactive,290480.16,
1464,17,1464,,2024-03-06,,Proposal,Open,3564280.67,
1465,6,1465,237,2024-11-08,2024-12-27,Closed,Closed Won,94822.30,91269.82
1466,19,1466,238,2024-10-18,2024-11-13,Closed,Closed Won,858814.21,811143.25
1467,10,1467,239,2024-05-09,2024-06-16,Closed,Closed Won,229069.98,183903.33
1468,15,1468,,2024-04-15,,Proposal,Open,143922.64,
1469,10,1469,,2024-09-24,,Discovery,Inactive,78271.76,
1470,11,1470,,2024-01-18,,Discovery,Inactive,668408.08,
1471,19,1471,240,2024-08-22,2024-10-07,Closed,Closed Won,104404.49,111214.56
1472,15,1472,,2024-08-13,,Discovery,Inactive,473959.08,
1473,12,1473,,2025-04-17,,Proposal,Open,54889.64,
1474,12,1474,241,2025-09-19,2025-11-12,Closed,Closed Won,1118715.23,1193030.48
1475,15,1475,,2024-12-25,,Proposal,Open,56795.07,
1476,19,1476,,2024-10-11,,Discovery,Inactive,226133.86,
1477,8,1477,,2025-06-21,,Discovery,Inactive,867802.25,
1478,12,1478,242,2024-09-08,2024-10-18,Closed,Closed Won,3279205.28,3034652.50
1479,18,1479,,2024-05-30,,Discovery,Inactive,71392.43,
1480,12,1480,,2025-02-17,,Proposal,Open,189180.11,
1481,1,1481,243,2024-11-19,2024-12-19,Closed,Closed Won,1834298.38,1523770.37
1482,7,1482,,2024-04-02,,Discovery,Inactive,1073584.08,
1483,7,1483,,2024-01-09,,Proposal,Open,66590.08,
1484,18,1484,,2025-09-08,,Discovery,Inactive,127778.59,
1485,13,1485,,2024-12-04,,Proposal,Open,89705.72,
1486,10,1486,,2025-06-29,,Proposal,Open,44748.13,
1487,23,1487,,2025-09-13,,Discovery,Inactive,101348.78,
1488,23,1488,,2025-09-14,,Discovery,Inactive,230043.05,
1489,2,1489,,2025-08-24,,Discovery,Inactive,34938.51,
1490,5,1490,,2025-04-28,,Discovery,Inactive,120635.33,
1491,24,1491,244,2025-02-15,2025-03-14,Closed,Closed Won,345812.82,303880.38
1492,3,1492,,2025-09-24,,Discovery,Inactive,250557.46,
1493,23,1493,,2025-01-26,,Discovery,Inactive,207391.27,
1494,2,1494,,2025-12-20,,Discovery,Inactive,127166.56,
1495,5,1495,,2024-05-06,,Proposal,Open,1014383.08,
1496,13,1496,,2024-05-29,,Proposal,Open,1611888.13,
1497,12,1497,,2025-05-19,,Proposal,Open,54214.10,
1498,9,1498,,2024-07-14,,Discovery,Inactive,1306601.14,
1499,3,1499,,2024-10-29,,Discovery,Inactive,294913.82,
1500,23,1500,,2024-05-30,,Discovery,Inactive,1659972.09,
1501,13,1501,,2024-02-14,,Proposal,Open,54764.91,
1502,13,1502,,2025-12-10,,Discovery,Inactive,1194356.52,
1503,1,1503,,2024-09-20,,Discovery,Inactive,208699.12,
1504,17,1504,,2024-12-04,,Discovery,Inactive,65740.57,
1505,17,1505,,2025-07-26,,Proposal,Open,153629.76,
1506,13,1506,,2025-11-05,,Discovery,Inactive,132571.57,
1507,19,1507,,2024-01-24,,Discovery,Inactive,2602741.47,
1508,7,1508,,2025-07-23,,Discovery,Inactive,387120.37,
1509,20,1509,,2024-01-16,,Proposal,Open,1154525.69,
1510,23,1510,,2024-05-04,,Discovery,Inactive,1960493.72,
1511,14,1511,,2025-04-30,,Proposal,Open,146909.84,
1512,17,1512,,2025-02-27,,Discovery,Inactive,190192.52,
1513,19,1513,,2024-06-19,,Proposal,Open,476737.93,
1514,2,1514,,2025-03-23,,Discovery,Inactive,190002.03,
1515,10,1515,,2025-11-28,,Discovery,Inactive,223310.48,
1516,16,1516,,2025-05-29,,Discovery,Inactive,172828.88,
1517,19,1517,245,2025-05-01,2025-06-09,Closed,Closed Won,135093.00,130621.32
1518,11,1518,246,2025-08-12,2025-08-31,Closed,Closed Won,158398.80,137438.76
1519,8,1519,,2025-01-18,,Discovery,Inactive,146337.26,
1520,16,1520,,2024-04-16,,Discovery,Inactive,126929.98,
1521,12,1521,,2024-09-07,,Discovery,Inactive,244146.39,
1522,21,1522,,2025-12-18,,Proposal,Open,2502237.10,
1523,14,1523,,2025-03-31,,Discovery,Inactive,1049877.93,
1524,11,1524,,2025-10-26,,Discovery,Inactive,55327.74,
1525,22,1525,,2025-05-24,,Discovery,Inactive,43054.40,
1526,12,1526,,2025-02-11,,Proposal,Open,87677.31,
1527,19,1527,,2025-12-14,,Proposal,Open,151363.96,
1528,22,1528,,2024-04-12,,Proposal,Open,180813.19,
1529,19,1529,247,2024-02-07,2024-04-06,Closed,Closed Won,609891.35,529257.50
1530,2,1530,,2025-06-14,,Discovery,Inactive,182714.65,
1531,13,1531,,2024-02-07,,Proposal,Open,52155.74,
1532,21,1532,248,2024-10-03,2024-11-21,Closed,Closed Won,78947.73,79336.63
1533,11,1533,,2025-05-06,,Discovery,Inactive,598113.39,
1534,3,1534,,2025-12-12,,Discovery,Inactive,333583.03,
1535,15,1535,,2025-11-20,,Discovery,Inactive,785958.41,
1536,12,1536,,2025-07-28,,Discovery,Inactive,136344.05,
1537,11,1537,,2024-07-04,,Discovery,Inactive,153558.64,
1538,16,1538,,2025-08-28,,Discovery,Inactive,693454.00,
1539,17,1539,,2025-06-19,,Discovery,Inactive,42967.27,
1540,21,1540,,2025-11-04,,Discovery,Inactive,104828.55,
1541,10,1541,,2025-02-07,,Discovery,Inactive,677173.86,
1542,21,1542,,2025-10-06,,Discovery,Inactive,79447.73,
1543,23,1543,,2025-06-29,,Discovery,Inactive,868100.75,
1544,7,1544,,2025-01-26,,Discovery,Inactive,96595.54,
1545,11,1545,,2024-05-27,,Proposal,Open,772786.79,
1546,13,1546,249,2025-11-17,2025-12-15,Closed,Closed Won,50913.47,45971.65
1547,20,1547,,2025-01-17,,Proposal,Open,170758.95,
1548,10,1548,,2024-04-15,,Discovery,Inactive,64155.58,
1549,13,1549,,2024-09-19,,Discovery,Inactive,139711.16,
1550,3,1550,,2025-02-14,,Discovery,Inactive,153901.39,
1551,24,1551,250,2025-12-27,2026-02-19,Closed,Closed Won,1246703.58,1155186.24
1552,8,1552,251,2024-03-09,2024-04-18,Closed,Closed Won,1964632.54,1609984.91
1553,10,1553,,2024-03-16,,Discovery,Inactive,32788.07,
1554,13,1554,,2025-07-26,,Discovery,Inactive,370669.25,
1555,8,1555,,2024-11-13,,Discovery,Inactive,855132.73,
1556,8,1556,,2024-02-15,,Proposal,Open,592203.68,
1557,11,1557,,2024-04-29,,Discovery,Inactive,56236.57,
1558,2,1558,,2025-08-23,,Discovery,Inactive,409878.52,
1559,11,1559,,2024-10-23,,Proposal,Open,693672.05,
1560,15,1560,,2025-01-05,,Discovery,Inactive,185445.35,
1561,9,1561,252,2025-11-27,2026-01-07,Closed,Closed Won,250551.17,263575.03
1562,20,1562,,2025-03-29,,Discovery,Inactive,564761.70,
1563,15,1563,,2024-02-11,,Discovery,Inactive,83328.82,
1564,14,1564,,2024-05-27,,Proposal,Open,204244.14,
1565,22,1565,,2024-02-03,,Discovery,Inactive,78109.04,
1566,9,1566,,2024-10-13,,Discovery,Inactive,789636.68,
1567,13,1567,,2025-09-18,,Proposal,Open,237242.70,
1568,9,1568,,2024-09-16,,Discovery,Inactive,587338.76,
1569,16,1569,,2024-12-14,,Proposal,Open,34928.87,
1570,14,1570,,2024-11-05,,Discovery,Inactive,316265.74,
1571,18,1571,,2025-03-10,,Proposal,Open,138430.38,
1572,20,1572,,2024-11-29,,Discovery,Inactive,1962036.43,
1573,16,1573,,2024-06-12,,Discovery,Inactive,159220.40,
1574,23,1574,253,2024-03-19,2024-05-06,Closed,Closed Won,33204.90,26234.90
1575,19,1575,,2025-01-16,,Proposal,Open,139325.12,
1576,16,1576,254,2024-03-18,2024-05-12,Closed,Closed Won,136928.44,104953.67
1577,8,1577,,2025-12-10,,Proposal,Open,102512.63,
1578,7,1578,,2025-10-06,,Discovery,Inactive,841835.08,
1579,17,1579,,2025-05-22,,Discovery,Inactive,328027.03,
1580,17,1580,,2025-11-23,,Discovery,Inactive,741636.00,
1581,2,1581,255,2024-08-19,2024-09-17,Closed,Closed Won,174555.32,161349.28
1582,3,1582,,2025-06-18,,Discovery,Inactive,33501.23,
1583,21,1583,,2024-09-05,,Discovery,Inactive,184926.05,
1584,12,1584,,2024-09-12,,Discovery,Inactive,39569.97,
1585,6,1585,,2024-11-04,,Discovery,Inactive,293635.67,
1586,2,1586,256,2025-03-18,2025-04-09,Closed,Closed Won,128689.31,122366.44
1587,19,1587,,2025-07-05,,Discovery,Inactive,26726.21,
1588,5,1588,,2024-11-30,,Proposal,Open,242066.77,
1589,5,1589,,2024-06-04,,Discovery,Inactive,884333.96,
1590,13,1590,257,2024-11-08,2024-12-06,Closed,Closed Won,40363.52,30385.98
1591,22,1591,,2025-01-08,,Discovery,Inactive,333597.74,
1592,1,1592,,2024-01-01,,Discovery,Inactive,76460.42,
1593,3,1593,,2024-11-09,,Proposal,Open,108378.63,
1594,24,1594,,2024-04-08,,Discovery,Inactive,884409.27,
1595,17,1595,,2025-06-21,,Proposal,Open,1203690.29,
1596,23,1596,,2025-07-02,,Discovery,Inactive,113280.55,
1597,14,1597,258,2025-09-02,2025-10-13,Closed,Closed Won,1174300.21,1246788.24
1598,1,1598,,2025-06-30,,Discovery,Inactive,238469.56,
1599,12,1599,,2024-04-15,,Proposal,Open,148152.31,
1600,14,1600,,2025-04-05,,Discovery,Inactive,483231.17,
1601,22,1601,,2025-09-14,,Discovery,Inactive,505354.86,
1602,8,1602,,2024-04-01,,Discovery,Inactive,64417.74,
1603,12,1603,,2025-03-14,,Discovery,Inactive,620251.95,
1604,18,1604,,2025-05-07,,Discovery,Inactive,39966.86,
1605,5,1605,,2025-01-18,,Discovery,Inactive,50469.37,
1606,2,1606,,2024-12-16,,Discovery,Inactive,1796745.18,
1607,17,1607,259,2025-06-06,2025-06-26,Closed,Closed Won,509555.78,424273.31
1608,21,1608,260,2025-02-17,2025-03-17,Closed,Closed Won,42707.92,36275.82
1609,3,1609,,2024-04-22,,Discovery,Inactive,41894.97,
1610,13,1610,,2025-10-08,,Proposal,Open,561180.72,
1611,4,1611,,2024-04-14,,Discovery,Inactive,588414.00,
1612,11,1612,,2025-01-22,,Discovery,Inactive,107238.22,
1613,24,1613,,2025-05-12,,Proposal,Open,2558594.72,
1614,1,1614,,2024-12-16,,Discovery,Inactive,524979.26,
1615,21,1615,261,2024-04-28,2024-05-16,Closed,Closed Won,316490.75,279513.46
1616,16,1616,,2025-02-10,,Discovery,Inactive,59664.57,
1617,4,1617,,2024-06-18,,Proposal,Open,86254.65,
1618,17,1618,262,2025-08-28,2025-09-27,Closed,Closed Won,218147.61,232124.75
1619,12,1619,,2024-12-08,,Discovery,Inactive,175097.74,
1620,8,1620,,2025-11-12,,Proposal,Open,1072497.13,
1621,24,1621,,2024-08-27,,Discovery,Inactive,46726.50,
1622,23,1622,,2024-04-24,,Discovery,Inactive,280741.92,
1623,8,1623,,2024-04-16,,Discovery,Inactive,89776.93,
1624,14,1624,,2025-12-12,,Discovery,Inactive,77213.45,
1625,5,1625,,2024-07-19,,Discovery,Inactive,706429.44,
1626,17,1626,,2025-01-20,,Discovery,Inactive,1627524.85,
1627,5,1627,,2025-05-05,,Discovery,Inactive,138139.96,
1628,9,1628,,2025-12-19,,Discovery,Inactive,55421.96,
1629,14,1629,263,2024-01-07,2024-02-17,Closed,Closed Won,206774.58,218438.03
1630,8,1630,,2024-01-02,,Discovery,Inactive,102821.58,
1631,2,1631,,2025-11-27,,Discovery,Inactive,574031.53,
1632,13,1632,,2025-05-04,,Proposal,Open,208342.09,
1633,14,1633,264,2024-03-12,2024-04-10,Closed,Closed Won,601202.75,568651.38
1634,24,1634,,2025-07-09,,Proposal,Open,43539.30,
1635,16,1635,,2024-03-28,,Discovery,Inactive,69022.61,
1636,22,1636,,2025-12-11,,Proposal,Open,87903.33,
1637,9,1637,,2025-02-03,,Discovery,Inactive,103166.94,
1638,24,1638,265,2025-02-10,2025-03-19,Closed,Closed Won,75976.10,80724.58
1639,15,1639,,2024-08-16,,Discovery,Inactive,299854.61,
1640,2,1640,,2025-04-28,,Discovery,Inactive,134679.21,
1641,21,1641,,2025-03-27,,Proposal,Open,213679.33,
1642,18,1642,,2025-04-26,,Proposal,Open,171747.25,
1643,23,1643,266,2024-01-20,2024-03-13,Closed,Closed Won,36705.39,26569.74
1644,23,1644,267,2024-06-23,2024-07-04,Closed,Closed Won,67342.72,52424.58
1645,18,1645,,2025-06-03,,Discovery,Inactive,45266.86,
1646,8,1646,,2025-01-11,,Discovery,Inactive,170630.56,
1647,22,1647,268,2025-01-08,2025-02-22,Closed,Closed Won,293755.89,235139.81
1648,15,1648,,2024-04-17,,Discovery,Inactive,2397944.73,
1649,8,1649,,2024-08-04,,Proposal,Open,235042.39,
1650,8,1650,,2025-08-12,,Discovery,Inactive,529641.66,
1651,10,1651,,2025-09-22,,Proposal,Open,46217.45,
1652,6,1652,,2025-03-12,,Proposal,Open,27279.17,
1653,1,1653,,2024-09-22,,Proposal,Open,312113.32,
1654,12,1654,,2025-06-02,,Discovery,Inactive,305968.07,
1655,16,1655,,2024-12-03,,Discovery,Inactive,65566.51,
1656,23,1656,,2024-08-03,,Proposal,Open,2160560.80,
1657,5,1657,,2024-07-14,,Discovery,Inactive,40131.88,
1658,11,1658,,2025-11-29,,Discovery,Inactive,326846.24,
1659,5,1659,,2025-11-30,,Discovery,Inactive,45903.56,
1660,11,1660,,2025-12-12,,Discovery,Inactive,130825.18,
1661,15,1661,,2024-06-08,,Discovery,Inactive,65019.64,
1662,2,1662,,2025-08-22,,Proposal,Open,3234707.19,
1663,12,1663,269,2025-07-31,2025-09-12,Closed,Closed Won,184584.97,161979.92
1664,12,1664,,2025-01-13,,Discovery,Inactive,229440.04,
1665,18,1665,,2025-09-12,,Discovery,Inactive,111045.44,
1666,21,1666,,2024-05-20,,Discovery,Inactive,241301.94,
1667,8,1667,,2025-02-13,,Discovery,Inactive,1426035.00,
1668,15,1668,,2025-01-18,,Discovery,Inactive,130955.91,
1669,20,1669,,2024-02-08,,Discovery,Inactive,100171.79,
1670,2,1670,,2024-02-27,,Discovery,Inactive,101164.43,
1671,6,1671,270,2024-03-16,2024-05-12,Closed,Closed Won,384154.76,288352.05
1672,17,1672,,2025-03-10,,Proposal,Open,32663.32,
1673,17,1673,,2024-07-14,,Discovery,Inactive,600594.44,
1674,5,1674,,2025-07-24,,Discovery,Inactive,66487.83,
1675,9,1675,,2024-03-26,,Discovery,Inactive,285802.27,
1676,3,1676,271,2025-09-23,2025-10-12,Closed,Closed Won,140058.14,106058.44
1677,3,1677,,2024-04-03,,Discovery,Inactive,36213.76,
1678,1,1678,,2025-01-16,,Proposal,Open,423947.00,
1679,12,1679,,2025-10-01,,Discovery,Inactive,280933.96,
